,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,State,Mean
1,2002.0,4.5,4.6,4.6,4.6,4.6,4.5,4.5,4.4,4.4,4.4,4.4,4.4,Minnesota,4.49
2,2003.0,4.5,4.6,4.7,4.8,4.9,5.0,5.0,5.1,5.1,5.0,5.0,4.9,Minnesota,4.88
3,2004.0,4.9,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.6,4.5,4.4,4.3,Minnesota,4.68
4,2005.0,4.3,4.2,4.2,4.1,4.0,4.0,3.9,3.9,4.0,4.0,4.1,4.1,Minnesota,4.07
5,2006.0,4.1,4.0,4.0,3.9,3.8,3.8,3.8,3.9,4.0,4.1,4.2,4.3,Minnesota,3.99
6,2007.0,4.3,4.4,4.4,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.7,4.7,Minnesota,4.55
7,2008.0,4.7,4.7,4.8,4.9,5.1,5.3,5.4,5.6,5.8,6.0,6.3,6.7,Minnesota,5.44
8,2009.0,7.0,7.4,7.7,7.9,8.0,8.0,8.0,8.0,7.9,7.8,7.8,7.7,Minnesota,7.77
9,2010.0,7.7,7.7,7.6,7.5,7.4,7.3,7.3,7.3,7.3,7.3,7.2,7.1,Minnesota,7.39
10,2011.0,6.9,6.8,6.7,6.7,6.7,6.7,6.6,6.5,6.3,6.1,6.0,5.9,Minnesota,6.49
11,2012.0,5.8,5.7,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.5,5.5,5.4,Minnesota,5.61
12,2013.0,5.3,5.2,5.2,5.1,5.0,5.0,4.9,4.9,4.8,4.7,4.7,4.7,Minnesota,4.96
13,2014.0,4.6,4.6,4.5,4.4,4.3,4.2,4.0,4.0,3.9,3.9,3.8,3.8,Minnesota,4.17
14,2015.0,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.7,Minnesota,3.68
15,2016.0,3.7,3.7,3.7,3.8,3.8,3.8,3.9,4.0,4.0,4.0,4.0,3.9,Minnesota,3.86
16,2017.0,3.8,3.7,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.3,3.3,Minnesota,3.46
17,2018.0,3.3,3.2,3.2,3.2,3.1,3.1,3.0,2.9,2.8,2.8,2.8,2.8,Minnesota,3.02
0,2001.0,4.8,4.8,4.8,4.9,5.0,5.0,5.1,5.2,5.2,5.3,5.4,5.6,Idaho,5.09
1,2002.0,5.6,5.7,5.7,5.7,5.6,5.5,5.4,5.4,5.4,5.4,5.5,5.5,Idaho,5.53
2,2003.0,5.5,5.6,5.7,5.7,5.7,5.8,5.7,5.7,5.6,5.5,5.4,5.3,Idaho,5.6
3,2004.0,5.3,5.2,5.1,5.0,5.0,4.9,4.9,4.9,4.9,4.8,4.7,4.5,Idaho,4.93
4,2005.0,4.3,4.2,4.2,4.1,4.1,4.1,4.1,4.0,3.9,3.8,3.8,3.8,Idaho,4.03
5,2006.0,3.8,3.7,3.7,3.6,3.6,3.5,3.4,3.4,3.3,3.3,3.2,3.2,Idaho,3.48
6,2007.0,3.1,3.0,2.9,2.9,2.9,2.9,3.0,3.1,3.2,3.2,3.2,3.1,Idaho,3.04
7,2008.0,3.0,3.0,3.0,4.7,5.2,5.5,5.7,5.8,6.0,6.3,6.6,6.9,Idaho,5.14
8,2009.0,7.2,7.4,7.6,7.6,9.2,9.6,9.6,9.5,9.4,9.3,9.2,9.2,Idaho,8.73
9,2010.0,9.2,9.2,9.1,9.1,9.0,9.0,8.9,8.9,8.8,8.8,8.8,8.8,Idaho,8.97
10,2011.0,8.7,8.7,8.6,8.6,8.5,8.4,8.3,8.2,8.1,8.0,7.9,7.8,Idaho,8.32
11,2012.0,7.7,7.6,7.5,7.5,7.4,7.3,7.2,7.1,7.0,6.8,6.7,6.6,Idaho,7.2
12,2013.0,6.7,6.6,6.5,6.4,6.3,6.2,6.1,6.0,5.9,5.7,5.6,5.4,Idaho,6.12
13,2014.0,5.3,5.2,5.1,5.0,5.0,4.9,4.9,4.8,4.7,4.6,4.5,4.4,Idaho,4.87
14,2015.0,4.4,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.0,Idaho,4.23
15,2016.0,4.0,3.9,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.5,Idaho,3.77
16,2017.0,3.5,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,3.0,3.0,Idaho,3.18
17,2018.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.7,2.7,Idaho,2.84
0,2001.0,4.3,4.4,4.4,4.5,4.6,4.7,4.8,4.9,5.1,5.2,5.3,5.4,Pennsylvania,4.8
1,2002.0,5.5,5.6,5.6,5.7,5.6,5.6,5.5,5.5,5.6,5.6,5.7,5.8,Pennsylvania,5.61
2,2003.0,5.8,5.8,5.8,5.8,5.7,5.7,5.7,5.6,5.6,5.5,5.5,5.5,Pennsylvania,5.67
3,2004.0,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.3,5.3,5.3,Pennsylvania,5.42
4,2005.0,5.2,5.2,5.1,5.1,5.0,4.9,4.9,4.9,4.9,4.9,4.8,4.7,Pennsylvania,4.97
5,2006.0,4.7,4.6,4.6,4.6,4.7,4.7,4.7,4.6,4.6,4.5,4.4,4.4,Pennsylvania,4.59
6,2007.0,4.3,4.2,4.2,4.2,4.2,4.3,4.4,4.5,4.5,4.6,4.6,4.7,Pennsylvania,4.39
7,2008.0,4.7,4.7,4.8,4.8,4.9,5.0,5.2,5.4,5.6,5.9,6.2,6.6,Pennsylvania,5.32
8,2009.0,7.0,7.4,7.7,7.9,8.1,8.2,8.2,8.3,8.3,8.4,8.5,8.6,Pennsylvania,8.05
9,2010.0,8.7,8.8,8.8,8.7,8.6,8.5,8.3,8.3,8.2,8.2,8.1,8.0,Pennsylvania,8.43
10,2011.0,7.9,7.9,7.8,7.8,7.9,8.0,8.0,8.1,8.0,8.0,7.9,7.8,Pennsylvania,7.93
11,2012.0,7.7,7.7,7.7,7.7,7.8,7.9,7.9,7.9,7.9,7.9,7.9,7.9,Pennsylvania,7.83
12,2013.0,7.9,7.8,7.7,7.6,7.5,7.4,7.3,7.3,7.1,7.0,6.8,6.7,Pennsylvania,7.34
13,2014.0,6.5,6.4,6.2,6.1,6.0,5.9,5.8,5.7,5.6,5.5,5.4,5.4,Pennsylvania,5.88
14,2015.0,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.2,5.2,Pennsylvania,5.3
15,2016.0,5.3,5.3,5.3,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.4,5.3,Pennsylvania,5.4
16,2017.0,5.2,5.1,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,Pennsylvania,4.89
17,2018.0,4.8,4.8,4.8,4.7,4.5,4.3,4.2,4.1,4.1,4.1,4.1,4.1,Pennsylvania,4.38
0,2001.0,10.5,10.8,11.1,11.2,11.3,11.4,11.5,11.7,11.8,11.8,11.7,11.4,Puerto Rico,11.35
1,2002.0,11.2,13.4,12.8,12.5,12.4,12.4,12.4,12.3,12.1,11.9,11.8,11.7,Puerto Rico,12.24
2,2003.0,11.9,12.1,12.3,12.4,12.3,12.2,12.1,11.9,11.8,11.7,11.6,11.5,Puerto Rico,11.98
3,2004.0,11.4,11.3,11.2,11.0,10.7,10.4,10.1,10.0,10.0,10.1,10.2,10.4,Puerto Rico,10.57
4,2005.0,10.6,10.9,11.1,11.2,11.2,11.2,11.2,11.3,11.5,11.7,11.7,11.4,Puerto Rico,11.25
5,2006.0,11.0,10.6,10.3,10.4,10.7,10.9,10.9,10.8,10.5,10.3,10.2,10.3,Puerto Rico,10.58
6,2007.0,10.3,10.5,10.6,10.8,11.0,11.3,11.5,11.7,11.7,11.7,11.6,11.3,Puerto Rico,11.17
7,2008.0,10.9,10.7,10.6,10.7,11.0,11.4,11.8,12.2,12.5,12.8,13.2,13.6,Puerto Rico,11.78
8,2009.0,14.0,14.4,14.7,15.0,15.2,15.5,15.8,15.9,16.1,16.0,16.0,15.9,Puerto Rico,15.38
9,2010.0,16.1,16.4,16.7,16.9,17.0,16.8,16.6,16.3,16.0,15.9,15.9,16.0,Puerto Rico,16.38
10,2011.0,16.3,16.5,16.6,16.5,16.3,16.0,15.8,15.7,15.6,15.6,15.5,15.4,Puerto Rico,15.98
11,2012.0,15.3,15.1,14.9,14.7,14.4,14.2,14.0,14.0,14.0,14.2,14.3,14.3,Puerto Rico,14.45
12,2013.0,14.2,14.1,13.9,13.7,13.7,13.8,14.0,14.3,14.5,14.8,14.9,15.0,Puerto Rico,14.24
13,2014.0,14.9,14.7,14.2,13.9,13.6,13.6,13.8,14.0,14.0,13.7,13.2,12.7,Puerto Rico,13.86
14,2015.0,12.3,12.1,12.2,12.2,12.1,12.1,12.0,12.0,12.0,12.0,12.0,12.0,Puerto Rico,12.08
15,2016.0,11.8,11.7,11.6,11.6,11.5,11.5,11.6,11.7,11.9,12.1,12.1,12.0,Puerto Rico,11.76
16,2017.0,11.9,11.7,11.3,10.9,10.5,10.3,10.3,10.4,10.6,10.7,10.8,11.0,Puerto Rico,10.87
17,2018.0,10.9,10.6,10.3,9.9,9.6,9.3,9.1,8.8,8.4,8.4,8.4,8.4,Puerto Rico,9.34
0,2001.0,4.8,4.9,5.0,5.1,5.1,5.1,5.2,5.3,5.5,5.7,6.0,6.2,Illinois,5.32
1,2002.0,6.3,6.4,6.5,6.6,6.6,6.6,6.6,6.6,6.5,6.5,6.6,6.6,Illinois,6.53
2,2003.0,6.6,6.6,6.7,6.7,6.8,6.9,7.0,7.0,6.9,6.8,6.6,6.5,Illinois,6.76
3,2004.0,6.4,6.4,6.3,6.3,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.0,Illinois,6.19
4,2005.0,6.0,6.0,5.9,5.8,5.8,5.7,5.6,5.6,5.6,5.5,5.4,5.3,Illinois,5.68
5,2006.0,5.1,4.9,4.8,4.6,4.6,4.5,4.4,4.4,4.3,4.4,4.4,4.4,Illinois,4.57
6,2007.0,4.5,4.6,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.4,Illinois,4.96
7,2008.0,5.4,5.5,5.6,5.7,5.9,6.1,6.3,6.5,6.7,6.9,7.3,7.8,Illinois,6.31
8,2009.0,8.3,8.9,9.4,9.8,10.2,10.4,10.5,10.7,10.8,11.0,11.1,11.3,Illinois,10.2
9,2010.0,11.3,11.3,11.1,10.8,10.6,10.3,10.1,10.0,9.9,9.8,9.7,9.5,Illinois,10.37
10,2011.0,9.4,9.4,9.4,9.5,9.7,9.9,10.0,10.1,10.0,9.9,9.6,9.4,Illinois,9.69
11,2012.0,9.1,9.0,8.9,8.9,9.0,9.0,9.0,9.0,8.9,9.0,9.0,9.1,Illinois,8.99
12,2013.0,9.2,9.3,9.3,9.2,9.2,9.1,9.1,9.1,9.0,8.8,8.7,8.5,Illinois,9.04
13,2014.0,8.3,8.1,7.8,7.6,7.3,7.1,6.9,6.7,6.6,6.4,6.3,6.1,Illinois,7.1
14,2015.0,6.0,6.0,6.0,6.0,6.0,5.9,5.9,5.9,5.9,5.9,6.0,6.1,Illinois,5.97
15,2016.0,6.1,6.1,6.1,6.0,5.9,5.9,5.8,5.7,5.7,5.6,5.5,5.4,Illinois,5.82
16,2017.0,5.2,5.1,5.0,4.9,4.9,4.9,5.0,5.0,5.0,4.9,4.9,4.9,Illinois,4.97
17,2018.0,4.8,4.7,4.6,4.4,4.3,4.3,4.2,4.1,4.1,4.1,4.1,4.1,Illinois,4.32
0,2001.0,3.7,3.7,3.7,3.8,3.9,4.0,4.2,4.4,4.6,4.9,5.1,5.3,New Jersey,4.27
1,2002.0,5.5,5.7,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.9,5.9,New Jersey,5.78
2,2003.0,5.9,5.9,5.9,5.9,6.0,6.0,6.0,5.9,5.8,5.7,5.6,5.4,New Jersey,5.83
3,2004.0,5.3,5.2,5.2,5.1,5.0,4.9,4.8,4.7,4.6,4.5,4.4,4.4,New Jersey,4.84
4,2005.0,4.4,4.3,4.3,4.3,4.2,4.2,4.3,4.4,4.6,4.7,4.8,4.9,New Jersey,4.45
5,2006.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.6,4.5,4.4,4.3,New Jersey,4.73
6,2007.0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.4,4.5,New Jersey,4.27
7,2008.0,4.6,4.6,4.7,4.8,4.9,5.1,5.2,5.4,5.7,6.0,6.4,6.9,New Jersey,5.36
8,2009.0,7.4,7.9,8.3,8.7,9.0,9.2,9.4,9.5,9.7,9.7,9.8,9.8,New Jersey,9.03
9,2010.0,9.8,9.7,9.7,9.6,9.5,9.4,9.4,9.4,9.4,9.5,9.5,9.5,New Jersey,9.53
10,2011.0,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.3,9.3,9.3,9.2,9.2,New Jersey,9.34
11,2012.0,9.2,9.2,9.3,9.4,9.5,9.5,9.4,9.4,9.3,9.3,9.3,9.2,New Jersey,9.33
12,2013.0,9.0,8.9,8.7,8.6,8.5,8.4,8.3,8.1,7.9,7.7,7.5,7.3,New Jersey,8.24
13,2014.0,7.2,7.1,6.9,6.8,6.7,6.7,6.6,6.6,6.6,6.6,6.6,6.5,New Jersey,6.74
14,2015.0,6.5,6.4,6.3,6.2,6.0,5.9,5.7,5.5,5.4,5.2,5.1,5.1,New Jersey,5.78
15,2016.0,5.0,5.1,5.1,5.1,5.1,5.1,5.0,5.0,4.9,4.9,4.8,4.7,New Jersey,4.98
16,2017.0,4.6,4.6,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.7,4.7,4.7,New Jersey,4.62
17,2018.0,4.7,4.6,4.6,4.5,4.4,4.3,4.2,4.2,4.2,4.2,4.2,4.2,New Jersey,4.36
0,2001.0,4.4,4.6,4.8,5.0,5.1,5.3,5.5,5.7,6.0,6.3,6.5,6.7,North Carolina,5.49
1,2002.0,6.8,6.9,6.9,6.8,6.7,6.6,6.5,6.5,6.4,6.4,6.5,6.5,North Carolina,6.62
2,2003.0,6.4,6.4,6.4,6.5,6.5,6.6,6.6,6.5,6.4,6.2,6.1,6.0,North Carolina,6.38
3,2004.0,5.9,5.8,5.7,5.7,5.6,5.4,5.3,5.2,5.2,5.2,5.3,5.4,North Carolina,5.48
4,2005.0,5.4,5.5,5.4,5.4,5.3,5.3,5.3,5.2,5.2,5.1,5.0,4.8,North Carolina,5.24
5,2006.0,4.7,4.6,4.6,4.7,4.7,4.8,4.8,4.9,4.9,4.9,4.8,4.7,North Carolina,4.76
6,2007.0,4.7,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.9,4.9,4.9,North Carolina,4.72
7,2008.0,4.9,5.0,5.1,5.2,5.5,5.7,5.9,6.1,6.3,6.5,8.3,9.1,North Carolina,6.13
8,2009.0,9.6,10.0,10.3,10.5,10.6,10.6,10.6,10.7,10.8,10.9,11.1,11.2,North Carolina,10.58
9,2010.0,11.4,11.4,11.4,11.2,11.0,10.7,10.6,10.5,10.4,10.4,10.4,10.4,North Carolina,10.82
10,2011.0,10.4,10.3,10.3,10.3,10.3,10.4,10.5,10.4,10.3,10.2,10.0,9.8,North Carolina,10.27
11,2012.0,9.6,9.5,9.4,9.4,9.4,9.3,9.3,9.2,9.2,9.1,9.1,9.0,North Carolina,9.29
12,2013.0,8.9,8.8,8.6,8.4,8.2,8.1,7.9,7.7,7.5,7.3,7.1,7.0,North Carolina,7.96
13,2014.0,6.8,6.7,6.6,6.5,6.5,6.4,6.3,6.2,6.1,6.0,5.9,5.8,North Carolina,6.32
14,2015.0,5.8,5.8,5.9,5.9,5.9,5.9,5.8,5.7,5.6,5.5,5.4,5.4,North Carolina,5.72
15,2016.0,5.3,5.2,5.2,5.1,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.0,North Carolina,5.09
16,2017.0,4.9,4.8,4.7,4.6,4.5,4.4,4.4,4.4,4.4,4.5,4.5,4.5,North Carolina,4.55
17,2018.0,4.5,4.5,4.5,4.4,4.3,4.2,4.1,3.9,3.8,3.8,3.8,3.8,North Carolina,4.13
0,2001.0,4.7,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.4,4.5,Montana,4.54
1,2002.0,4.5,4.5,4.5,4.5,4.4,4.4,4.3,4.3,4.3,4.3,4.4,4.4,Montana,4.4
2,2003.0,4.5,4.5,4.6,4.6,4.7,4.7,4.7,4.8,4.8,4.8,4.9,4.9,Montana,4.71
3,2004.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.6,4.6,Montana,4.77
4,2005.0,4.6,4.5,4.5,4.5,4.5,4.4,4.4,4.3,4.2,4.1,4.0,3.9,Montana,4.32
5,2006.0,3.9,3.8,3.7,3.7,3.6,3.6,3.5,3.4,3.4,3.3,3.2,3.0,Montana,3.51
6,2007.0,3.0,2.9,3.0,3.1,3.3,3.5,3.7,3.9,4.0,4.1,4.2,4.2,Montana,3.58
7,2008.0,4.3,4.4,4.5,4.6,4.7,4.9,5.1,5.3,5.5,5.7,6.0,6.3,Montana,5.11
8,2009.0,6.5,6.7,6.8,6.9,6.9,6.8,6.8,6.8,6.8,6.9,7.0,7.2,Montana,6.84
9,2010.0,7.3,7.4,7.4,7.4,7.3,7.3,7.2,7.2,7.2,7.3,7.3,7.3,Montana,7.3
10,2011.0,7.3,7.3,7.2,7.2,7.1,7.0,7.0,6.9,6.8,6.6,6.5,6.4,Montana,6.94
11,2012.0,6.3,6.2,6.1,6.1,6.1,6.1,6.0,5.9,5.9,5.8,5.7,5.6,Montana,5.98
12,2013.0,5.6,5.6,5.5,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.2,5.1,Montana,5.41
13,2014.0,5.0,4.9,4.9,4.8,4.7,4.7,4.6,4.6,4.5,4.5,4.4,4.3,Montana,4.66
14,2015.0,4.3,4.2,4.2,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,Montana,4.19
15,2016.0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.0,4.0,4.0,Montana,4.13
16,2017.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.1,4.1,4.1,Montana,4.04
17,2018.0,4.1,4.1,4.1,4.0,3.9,3.8,3.7,3.7,3.6,3.6,3.6,3.6,Montana,3.82
0,2001.0,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.4,6.6,6.8,7.1,7.3,Washington,6.29
1,2002.0,7.4,7.5,7.5,7.5,7.5,7.4,7.3,7.3,7.3,7.3,7.3,7.3,Washington,7.38
2,2003.0,7.4,7.4,7.5,7.5,7.6,7.6,7.6,7.5,7.4,7.3,7.2,7.0,Washington,7.42
3,2004.0,6.9,6.8,6.6,6.5,6.4,6.2,6.1,6.0,6.0,5.9,5.9,5.8,Washington,6.26
4,2005.0,5.8,5.7,5.7,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.3,5.2,Washington,5.54
5,2006.0,5.1,5.0,5.0,5.0,5.1,5.1,5.1,5.1,5.1,5.1,5.0,4.9,Washington,5.05
6,2007.0,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.8,4.7,4.7,Washington,4.69
7,2008.0,4.7,4.7,4.8,4.9,5.0,5.2,5.4,5.5,5.7,6.0,6.3,6.7,Washington,5.41
8,2009.0,7.1,7.5,7.8,8.4,8.8,9.2,9.5,9.9,10.2,10.3,10.3,10.4,Washington,9.12
9,2010.0,10.4,10.4,10.3,10.2,10.0,9.9,9.8,9.8,9.8,9.8,9.8,9.7,Washington,9.99
10,2011.0,9.6,9.5,9.5,9.4,9.4,9.4,9.3,9.3,9.2,9.0,8.9,8.8,Washington,9.28
11,2012.0,8.6,8.5,8.5,8.4,8.4,8.3,8.2,8.0,7.8,7.7,7.5,7.4,Washington,8.11
12,2013.0,7.4,7.3,7.3,7.2,7.1,7.1,7.0,7.0,6.9,6.8,6.7,6.6,Washington,7.03
13,2014.0,6.5,6.4,6.3,6.2,6.2,6.1,6.1,6.0,6.0,6.0,5.9,5.8,Washington,6.12
14,2015.0,5.8,5.7,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,Washington,5.64
15,2016.0,5.5,5.5,5.5,5.4,5.4,5.4,5.3,5.2,5.1,5.1,5.0,4.9,Washington,5.28
16,2017.0,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Washington,4.78
17,2018.0,4.7,4.7,4.7,4.8,4.7,4.7,4.6,4.5,4.4,4.4,4.4,4.4,Washington,4.58
0,2001.0,3.0,3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.4,3.5,3.7,3.8,Iowa,3.32
1,2002.0,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.2,Iowa,4.01
2,2003.0,4.2,4.4,4.5,4.5,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.4,Iowa,4.49
3,2004.0,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.6,4.6,4.6,4.5,4.5,Iowa,4.49
4,2005.0,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.1,4.0,Iowa,4.25
5,2006.0,3.9,3.8,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,Iowa,3.7
6,2007.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,Iowa,3.7
7,2008.0,3.7,3.7,3.7,3.8,3.9,4.1,4.2,4.3,4.4,4.7,5.0,5.3,Iowa,4.23
8,2009.0,5.7,6.0,6.3,6.5,6.6,6.6,6.6,6.6,6.5,6.5,6.4,6.4,Iowa,6.39
9,2010.0,6.4,6.3,6.2,6.1,6.0,5.9,5.9,5.9,5.9,5.9,5.8,5.8,Iowa,6.01
10,2011.0,5.7,5.7,5.6,5.6,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.3,Iowa,5.52
11,2012.0,5.2,5.1,5.1,5.1,5.0,5.1,5.0,5.0,5.0,5.0,4.9,4.9,Iowa,5.03
12,2013.0,4.9,4.9,4.9,4.9,4.9,4.8,4.7,4.7,4.6,4.5,4.5,4.5,Iowa,4.73
13,2014.0,4.4,4.4,4.4,4.3,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.0,Iowa,4.24
14,2015.0,3.9,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,Iowa,3.78
15,2016.0,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.6,3.6,3.6,3.5,3.5,Iowa,3.61
16,2017.0,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.0,3.0,2.9,2.9,2.9,Iowa,3.13
17,2018.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.5,2.5,2.5,2.5,2.5,Iowa,2.66
0,2001.0,5.0,5.0,5.0,5.1,5.1,5.2,5.4,5.6,5.9,6.1,6.4,6.6,Mississippi,5.53
1,2002.0,6.7,6.8,6.8,6.7,6.6,6.6,6.5,6.5,6.5,6.5,6.5,6.5,Mississippi,6.6
2,2003.0,6.5,6.6,6.6,6.6,6.6,6.6,6.5,6.3,6.1,5.9,5.7,5.6,Mississippi,6.3
3,2004.0,5.6,5.6,5.7,5.8,6.0,6.1,6.3,6.4,6.5,6.6,6.6,6.7,Mississippi,6.16
4,2005.0,6.7,6.8,6.8,6.8,6.7,6.7,6.8,6.9,9.8,9.1,8.9,8.0,Mississippi,7.5
5,2006.0,7.4,7.1,6.7,6.6,6.5,6.4,6.4,6.4,6.3,6.3,6.3,6.3,Mississippi,6.56
6,2007.0,6.3,6.3,6.3,6.2,6.2,6.1,6.1,6.0,6.0,5.9,5.9,5.8,Mississippi,6.09
7,2008.0,5.8,5.8,5.9,6.1,6.3,6.6,6.8,6.9,7.0,7.1,7.3,7.6,Mississippi,6.6
8,2009.0,8.0,8.5,8.9,9.1,9.3,9.4,9.5,9.7,9.9,10.2,10.5,10.7,Mississippi,9.48
9,2010.0,10.8,10.9,10.8,10.7,10.6,10.2,10.0,10.0,10.0,10.1,10.1,10.1,Mississippi,10.36
10,2011.0,10.1,10.1,10.1,10.1,10.1,10.2,10.1,10.1,10.0,9.8,9.7,9.4,Mississippi,9.98
11,2012.0,9.2,9.1,9.0,8.9,9.0,9.0,9.1,9.0,9.0,8.9,8.9,8.9,Mississippi,9.0
12,2013.0,8.9,8.9,8.9,8.8,8.7,8.6,8.5,8.4,8.3,8.2,8.1,8.1,Mississippi,8.53
13,2014.0,8.0,8.0,7.9,7.8,7.7,7.6,7.5,7.4,7.2,7.1,7.0,6.8,Mississippi,7.5
14,2015.0,6.7,6.7,6.6,6.5,6.5,6.4,6.3,6.3,6.2,6.2,6.2,6.2,Mississippi,6.4
15,2016.0,6.2,6.1,6.0,6.0,5.9,5.9,5.8,5.8,5.7,5.6,5.6,5.5,Mississippi,5.84
16,2017.0,5.4,5.4,5.3,5.3,5.3,5.2,5.1,5.0,4.9,4.8,4.8,4.8,Mississippi,5.11
17,2018.0,4.6,4.5,4.5,4.6,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.8,Mississippi,4.7
0,2001.0,5.3,5.2,5.1,5.0,4.9,4.9,4.8,4.8,4.9,5.0,5.1,5.3,West Virginia,5.02
1,2002.0,5.5,5.7,5.8,5.9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,West Virginia,5.92
2,2003.0,6.1,6.2,6.2,6.2,6.2,6.2,6.2,6.1,5.9,5.8,5.7,5.7,West Virginia,6.04
3,2004.0,5.6,5.6,5.5,5.5,5.4,5.3,5.2,5.1,5.1,5.1,5.2,5.2,West Virginia,5.32
4,2005.0,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.2,5.2,5.1,5.0,4.8,West Virginia,5.1
5,2006.0,4.7,4.7,4.7,4.8,5.0,5.1,5.2,5.2,5.2,5.1,4.9,4.8,West Virginia,4.95
6,2007.0,4.6,4.5,4.5,4.4,4.4,4.5,4.5,4.6,4.7,4.7,4.7,4.6,West Virginia,4.56
7,2008.0,4.5,4.4,4.3,4.2,4.1,4.1,4.0,4.1,4.2,4.4,4.8,5.3,West Virginia,4.37
8,2009.0,5.8,6.4,7.0,7.5,7.9,8.1,8.2,8.2,8.2,8.3,8.4,8.5,West Virginia,7.71
9,2010.0,8.6,8.6,8.6,8.5,8.5,8.5,8.5,8.6,8.7,8.8,8.8,8.8,West Virginia,8.62
10,2011.0,8.7,8.5,8.3,8.2,8.1,8.0,8.0,8.0,7.9,7.8,7.7,7.5,West Virginia,8.06
11,2012.0,7.4,7.3,7.3,7.4,7.5,7.6,7.6,7.7,7.6,7.6,7.5,7.4,West Virginia,7.49
12,2013.0,7.3,7.1,6.9,6.8,6.7,6.6,6.6,6.6,6.6,6.7,6.8,6.8,West Virginia,6.79
13,2014.0,6.9,6.8,6.8,6.7,6.7,6.6,6.6,6.5,6.5,6.5,6.5,6.6,West Virginia,6.64
14,2015.0,6.7,6.8,6.9,7.0,7.1,7.0,6.9,6.7,6.6,6.5,6.4,6.4,West Virginia,6.75
15,2016.0,6.4,6.4,6.4,6.3,6.2,6.1,6.1,6.0,6.0,5.9,5.7,5.5,West Virginia,6.08
16,2017.0,5.3,5.1,5.0,5.0,5.0,5.0,5.1,5.2,5.3,5.4,5.4,5.4,West Virginia,5.18
17,2018.0,5.4,5.4,5.4,5.4,5.4,5.3,5.4,5.3,5.2,5.2,5.2,5.2,West Virginia,5.32
